MUNICIPIO;NATUREZA DO FATO;ARMA UTILIZADA;SEXO;IDADE;DATA
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2019-01-04
SAO JOAO DO JAGUARIBE;HOMICIDIO DOLOSO;ARMA DE FOGO;F;36;2019-01-05
JUAZEIRO DO NORTE;HOMICIDIO DOLOSO;ARMA BRANCA;M;39;2019-01-05
PACOTI;HOMICIDIO DOLOSO;ARMA DE FOGO;M;28;2019-01-05
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;17;2019-01-05
SAO GONCALO DO AMARANTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;45;2019-01-05
FORTALEZA;LESAO CORPORAL SEGUIDA DE MORTE;OUTROS;M;27;2019-01-05
MASSAPÊ;HOMICIDIO DOLOSO;ARMA BRANCA;M;26;2019-01-06
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;41;2019-01-06
ALTANEIRA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;14;2019-01-06
FORTALEZA;HOMICIDIO DOLOSO;ARMA BRANCA;M;;2019-01-06
FORTALEZA;LESAO CORPORAL SEGUIDA DE MORTE;OUTROS;M;;2019-01-06
NOVA JAGUARIBARA;LESAO CORPORAL SEGUIDA DE MORTE;ARMA DE FOGO;M;35;2019-01-06
SAO JOAO DO JAGUARIBE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;38;2019-01-06
PACAJUS;HOMICIDIO DOLOSO;ARMA DE FOGO;F;46;2019-01-06
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;35;2019-01-06
OROS;HOMICIDIO DOLOSO;ARMA BRANCA;M;34;2019-01-06
BOA VIAGEM;HOMICIDIO DOLOSO;ARMA BRANCA;M;40;2019-01-07
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;24;2019-01-07
ARATUBA;HOMICIDIO DOLOSO;ARMA BRANCA;M;37;2019-01-07
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2019-01-07
PALMACIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;19;2019-01-07
EUSEBIO;HOMICIDIO DOLOSO;ARMA DE FOGO;M;5;2019-01-07
EUSEBIO;HOMICIDIO DOLOSO;ARMA DE FOGO;M;15;2019-01-07
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;29;2019-01-07
BARREIRA;LESAO CORPORAL SEGUIDA DE MORTE;OUTROS;M;54;2019-01-08
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;24;2019-01-08
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;24;2019-01-08
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;38;2019-01-08
MARACANAU;HOMICIDIO DOLOSO;ARMA DE FOGO;F;29;2019-01-08
QUIXERAMOBIM;HOMICIDIO DOLOSO;OUTROS;M;74;2019-01-08
ACOPIARA;HOMICIDIO DOLOSO;ARMA BRANCA;M;21;2019-01-08
SAO GONCALO DO AMARANTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;55;2019-01-08
SAO GONCALO DO AMARANTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;33;2019-01-08
BREJO SANTO;HOMICIDIO DOLOSO;ARMA DE FOGO;M;23;2019-01-09
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;16;2019-01-09
COREAU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;30;2019-01-09
IGUATU;ROUBO SEGUIDO DE MORTE (LATROCINIO);ARMA DE FOGO;M;63;2019-01-09
AQUIRAZ;HOMICIDIO DOLOSO;ARMA DE FOGO;M;38;2019-01-10
FORTALEZA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;22;2019-01-10
JUAZEIRO DO NORTE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;19;2019-01-10
SANTA QUITERIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;18;2019-01-10
SOBRAL;HOMICIDIO DOLOSO;ARMA DE FOGO;M;28;2019-01-10
ARACATI;ROUBO SEGUIDO DE MORTE (LATROCINIO);ARMA DE FOGO;M;64;2019-01-10
CAUCAIA;HOMICIDIO DOLOSO;ARMA BRANCA;M;30;2019-01-10
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;30;2019-01-10
ACARAU;HOMICIDIO DOLOSO;ARMA DE FOGO;M;45;2019-01-11
ACOPIARA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;37;2019-01-11
MARACANAU;HOMICIDIO DOLOSO;ARMA BRANCA;M;;2019-01-12
CANINDE;HOMICIDIO DOLOSO;ARMA DE FOGO;M;53;2019-01-12
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;20;2019-01-12
CAUCAIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;24;2019-01-12
PALMACIA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;21;2019-01-13
GUAIUBA;HOMICIDIO DOLOSO;ARMA DE FOGO;M;27;2019-01-13
